# Wiktionary	ttt	http://wiktionary.org/	CC BY-SA
02084071-n	ttt:lemma	сэг
05311054-n	ttt:lemma	çüş
13104059-n	ttt:lemma	дор
15201505-n	ttt:lemma	сал
